Entry,Coiled_coil,Compositional_bias,Domain_CC,Domain_FT,Motif,Region,Repeat,Zinc_finger
P04911,,,DOMAIN: The [ST]-Q motif constitutes a recognition sequence for kinases from the PI3/PI4-kinase family.,,MOTIF 129..130; /note="[ST]-Q motif",,,
P04912,,,DOMAIN: The [ST]-Q motif constitutes a recognition sequence for kinases from the PI3/PI4-kinase family.,,MOTIF 129..130; /note="[ST]-Q motif",,,
P05030,,COMPBIAS 1..24; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 47..61; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..84; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05066,,,,DOMAIN 75..226; /note="Photolyase/cryptochrome alpha/beta",,REGION 384..391; /note="Interaction with DNA"; /evidence="ECO:0000250"; REGION 451..452; /note="Interaction with DNA"; /evidence="ECO:0000250",,
P05150,,,,,,,,
P05317,,COMPBIAS 292..312; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 199..230; /note="Interaction with P1A-P2B"; REGION 231..258; /note="Interaction with P1B-P2A"; REGION 278..312; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05318,,COMPBIAS 83..97; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 73..106; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05319,,COMPBIAS 84..106; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 65..106; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05373,,,,,,,,
P05374,,,,,,,,
P05375,,,,,,,,
P05453,,COMPBIAS 112..137; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 163..221; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The prion domain (PrD) is a Gln/Asn (Q/N)-rich domain, which is unstructured in its native, soluble form, and which forms a parallel in-register beta-sheet in its amyloid form.",DOMAIN 258..484; /note="tr-type G"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059",,REGION 1..34; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 2..239; /note="Interaction with PAB1"; REGION 5..135; /note="Prion domain (PrD)"; REGION 63..99; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 112..234; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 139..249; /note="Charged"; REGION 267..274; /note="G1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059"; REGION 323..327; /note="G2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059"; REGION 344..347; /note="G3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059"; REGION 406..409; /note="G4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059"; REGION 448..450; /note="G5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01059",,
P05626,,,,,,,,
P05737,,,,,,REGION 1..26; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05739,,,,,,REGION 1..22; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05740,,,,,,,,
P05744,,,,,,,,
P05745,,,,,,,,
P05748,,,,,,REGION 164..185; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05750,,COMPBIAS 212..233; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 21..92; /note="KH type-2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00118",,REGION 212..240; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05755,,,,DOMAIN 107..181; /note="S4 RNA-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00182",,REGION 161..195; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P05756,,,,,,,,
P05759,,,,DOMAIN 1..76; /note="Ubiquitin-like"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00214",,,,ZN_FING 121..144; /note="C4-type"
P05986,,,,DOMAIN 88..342; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 343..398; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618",,,,
P06100,,,,,,,,
P06101,,,,,,REGION 472..506; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06102,COILED 36..68; /evidence="ECO:0000255"; COILED 119..195; /evidence="ECO:0000255"; COILED 255..292; /evidence="ECO:0000255"; COILED 803..831; /evidence="ECO:0000255",COMPBIAS 265..284; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 341..387; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 414..471; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 252..284; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 296..391; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 410..471; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 513..532; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 537..583; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06103,,,,DOMAIN 77..162; /note="RRM"; /evidence="ECO:0000255|HAMAP-Rule:MF_03001",,REGION 1..136; /note="Sufficient for interaction with HCR1 and TIF32"; /evidence="ECO:0000269|PubMed:16581774"; REGION 28..261; /note="Sufficient for interaction with PIC8",REPEAT 228..266; /note="WD 1"; REPEAT 277..325; /note="WD 2"; REPEAT 373..416; /note="WD 3"; REPEAT 484..524; /note="WD 4"; REPEAT 544..589; /note="WD 5"; REPEAT 605..650; /note="WD 6",
P06104,,COMPBIAS 150..172; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The acidic-tail domain of UBC2 mediates interaction with UBR1 and UBR2, and thus is important for polyubiquitination of histones. This domain is also important for sporulation.",DOMAIN 4..150; /note="UBC core"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00388",,REGION 145..172; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06105,,COMPBIAS 1..38; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 79..96; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 177..249; /note="KH 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 634..702; /note="KH 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 712..771; /note="KH 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 782..851; /note="KH 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 861..929; /note="KH 5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 939..1001; /note="KH 6"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117"; DOMAIN 1153..1216; /note="KH 7"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00117",,REGION 1..59; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 79..98; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06106,,,,,,,,
P06115,,,,,,,,
P06168,,,,DOMAIN 57..246; /note="KARI N-terminal Rossmann"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01197"; DOMAIN 247..394; /note="KARI C-terminal knotted"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01198",,REGION 363..395; /note="Hydrophilic",,
P06169,,,,,,,,
P06197,,,,,,,,
P06208,,,,DOMAIN 61..336; /note="Pyruvate carboxyltransferase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01151",,,,
P06242,,,,DOMAIN 7..290; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,,,
P06243,,,,DOMAIN 33..469; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,,,
P06244,,COMPBIAS 10..54; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 87..341; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 342..397; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618",,REGION 1..60; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06245,,,,DOMAIN 70..324; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; DOMAIN 325..380; /note="AGC-kinase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00618",,,,
P06367,,,,,,REGION 117..137; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06634,,COMPBIAS 1..19; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 31..55; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 568..604; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The Q motif is unique to and characteristic of the DEAD box family of RNA helicases and controls ATP binding and hydrolysis.,DOMAIN 173..362; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 373..533; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",MOTIF 142..170; /note="Q motif"; MOTIF 306..309; /note="DEAD box",REGION 1..55; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 67..94; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 533..604; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06700,,COMPBIAS 7..28; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 29..54; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 237..527; /note="Deacetylase sirtuin-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00236",,REGION 1..67; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06701,,COMPBIAS 225..252; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 256..303; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 319..347; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 370..384; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 48..188; /note="BAH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00370",,REGION 218..304; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 319..388; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06704,,,,DOMAIN 20..55; /note="EF-hand 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 56..91; /note="EF-hand 2"; /evidence="ECO:0000305"; DOMAIN 93..128; /note="EF-hand 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 129..161; /note="EF-hand 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448",,,,
P06738,,,,,,REGION 1..21; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06774,,COMPBIAS 18..34; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 225..247; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,MOTIF 162..185; /note="Subunit association domain (SAD)",REGION 1..64; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 23..180; /note="Interaction with the HAP2-HAP3-HAP5 heteromer"; REGION 78..129; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 220..265; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06777,,COMPBIAS 31..47; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 821..901; /note="ERCC4",,REGION 1..47; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1063..1100; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06778,,COMPBIAS 176..224; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 166..251; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 417..471; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06779,,,,,,REGION 1..200; /note="Hydrophilic"; REGION 1..22; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 41..68; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 105..137; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06780,,,,,MOTIF 39..47; /note="Effector region"; /evidence="ECO:0000250",REGION 187..209; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06781,,,,,MOTIF 36..44; /note="Effector region"; /evidence="ECO:0000250",,,
P06782,,COMPBIAS 1..15; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 16..33; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 318..341; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 409..424; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite","DOMAIN: The regulatory domain (RS) also called auto-inhibitory domain (AID) inhibits kinase activity of the protein kinase domain (KD) (PubMed:19474788, PubMed:20823513). The AID is sequestered by SNF4 within the AMP-activated protein kinase complex which might correspond to the activated SNF1 form (PubMed:17851534). {ECO:0000269|PubMed:17851534, ECO:0000269|PubMed:19474788, ECO:0000269|PubMed:20823513}.; DOMAIN: The ubiquitin-associated domain (UBA) localized within the AID dampens kinase activation, probably by restraining SNF1-SNF4 associations (PubMed:25869125). Moreover, the UBA domain influences life span in a FKH1- and FKH2-dependent mechanism (PubMed:25869125). {ECO:0000269|PubMed:25869125}.","DOMAIN 55..306; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000269|PubMed:16236260, ECO:0000269|PubMed:16531232""; DOMAIN 348..389; /note=""UBA""; /evidence=""ECO:0000269|PubMed:25869125""",,"REGION 1..46; /note=""Disordered""; /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 313..392; /note=""Auto-inhibitory domain (AID)""; /evidence=""ECO:0000269|PubMed:17851534, ECO:0000269|PubMed:19474788""; REGION 317..345; /note=""Disordered""; /evidence=""ECO:0000256|SAM:MobiDB-lite""; REGION 409..434; /note=""Disordered""; /evidence=""ECO:0000256|SAM:MobiDB-lite""",,
P06784,,,,DOMAIN 191..466; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,,,
P06785,,,,,,,,
P06786,,COMPBIAS 1192..1209; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1240..1262; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1274..1288; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1360..1383; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1405..1428; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 443..557; /note="Toprim"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00995"; DOMAIN 692..1159; /note="Topo IIA-type catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01384",,REGION 333..336; /note="Interaction with DNA"; /evidence="ECO:0000305|PubMed:23022727"; REGION 965..974; /note="Interaction with DNA"; /evidence="ECO:0000269|PubMed:20485342"; REGION 1083..1102; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1176..1217; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1240..1288; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1303..1428; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06787,,,,DOMAIN 8..43; /note="EF-hand 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 44..79; /note="EF-hand 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 81..116; /note="EF-hand 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00448"; DOMAIN 117..147; /note="EF-hand 4"; /evidence="ECO:0000305",,,,
P06838,,COMPBIAS 26..68; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 69..84; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,MOTIF 17..23; /note="Nuclear localization signal"; /evidence="ECO:0000255",REGION 20..89; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06839,,COMPBIAS 763..778; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 7..285; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541",MOTIF 235..238; /note="DEAH box",REGION 750..778; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06843,COILED 218..242; /evidence="ECO:0000255"; COILED 292..316; /evidence="ECO:0000255",COMPBIAS 1..22; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 24..38; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 75..98; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 113..160; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 179..207; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 211..230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 231..245; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 246..264; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The acidic C-terminal domain mediates interaction with histone H3/H4 complexes. {ECO:0000269|PubMed:26109053}.,,,REGION 1..38; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 61..264; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 259..333; /note="Important for interaction with histones"; /evidence="ECO:0000269|PubMed:26109053"; REGION 312..333; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P06844,,COMPBIAS 115..131; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 92..131; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P07143,,,,DOMAIN 88..241; /note="Cytochrome c"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00433",,REGION 131..168; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P07149,,,,DOMAIN 1523..1648; /note="MaoC-like",,REGION 1..468; /note="Acetyltransferase"; REGION 480..868; /note="Enoyl reductase"; REGION 1144..1626; /note="Dehydratase"; REGION 1627..1845; /note="Malonyl/palmitoyl transferase",,
P07170,,,"DOMAIN: Consists of three domains, a large central CORE domain and two small peripheral domains, NMPbind and LID, which undergo movements during catalysis. The LID domain closes over the site of phosphoryl transfer upon ATP binding. Assembling and dissambling the active center during each catalytic cycle provides an effective means to prevent ATP hydrolysis. {ECO:0000255|HAMAP-Rule:MF_03168, ECO:0000305|PubMed:24374639, ECO:0000305|PubMed:7635152, ECO:0000305|PubMed:8594191}.",,,"REGION 36..65; /note=""NMP""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03168, ECO:0000269|PubMed:7635152, ECO:0000269|PubMed:7670369""; REGION 133..170; /note=""LID""; /evidence=""ECO:0000255|HAMAP-Rule:MF_03168, ECO:0000269|PubMed:7635152, ECO:0000269|PubMed:7670369""",,
P07213,,COMPBIAS 41..61; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 62..86; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 36..87; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 228..251; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",REPEAT 99..132; /note="TPR 1"; REPEAT 134..165; /note="TPR 2"; REPEAT 281..315; /note="TPR 3"; REPEAT 363..396; /note="TPR 4"; REPEAT 397..430; /note="TPR 5"; REPEAT 432..464; /note="TPR 6"; REPEAT 465..498; /note="TPR 7"; REPEAT 505..541; /note="TPR 8"; REPEAT 542..575; /note="TPR 9",
